IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,Meldedatum
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,3,0,2020-03-30
5,Nordrhein-Westfalen,7,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,2,0,2020-04-03
5,Nordrhein-Westfalen,4,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-03-12
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,3,0,2020-03-14
5,Nordrhein-Westfalen,2,0,2020-03-16
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-18
5,Nordrhein-Westfalen,7,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,6,0,2020-03-22
5,Nordrhein-Westfalen,3,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,6,0,2020-03-25
5,Nordrhein-Westfalen,2,0,2020-03-26
5,Nordrhein-Westfalen,3,0,2020-03-27
5,Nordrhein-Westfalen,3,0,2020-03-30
5,Nordrhein-Westfalen,16,0,2020-03-31
5,Nordrhein-Westfalen,3,0,2020-04-01
5,Nordrhein-Westfalen,5,0,2020-04-02
5,Nordrhein-Westfalen,3,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,1,1,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,1,2020-03-24
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,3,0,2020-03-25
5,Nordrhein-Westfalen,3,0,2020-03-26
5,Nordrhein-Westfalen,2,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,1,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,3,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-15
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,3,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,1,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,3,0,2020-03-24
5,Nordrhein-Westfalen,1,0,2020-03-25
5,Nordrhein-Westfalen,3,0,2020-03-26
5,Nordrhein-Westfalen,2,0,2020-03-27
5,Nordrhein-Westfalen,2,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,3,0,2020-04-02
5,Nordrhein-Westfalen,3,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,1,0,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,1,1,2020-03-30
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,2,0,2020-04-03
5,Nordrhein-Westfalen,5,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,1,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-04-03
5,Nordrhein-Westfalen,9,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,2,0,2020-03-14
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,3,0,2020-03-16
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-19
5,Nordrhein-Westfalen,2,0,2020-03-20
5,Nordrhein-Westfalen,4,0,2020-03-25
5,Nordrhein-Westfalen,5,0,2020-03-26
5,Nordrhein-Westfalen,2,0,2020-03-27
5,Nordrhein-Westfalen,4,0,2020-03-28
5,Nordrhein-Westfalen,4,0,2020-03-29
5,Nordrhein-Westfalen,2,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-04
5,Nordrhein-Westfalen,2,0,2020-03-13
5,Nordrhein-Westfalen,3,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-19
5,Nordrhein-Westfalen,2,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,2,0,2020-03-23
5,Nordrhein-Westfalen,3,0,2020-03-25
5,Nordrhein-Westfalen,10,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,6,0,2020-03-28
5,Nordrhein-Westfalen,3,0,2020-03-29
5,Nordrhein-Westfalen,3,0,2020-03-30
5,Nordrhein-Westfalen,2,0,2020-03-31
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,3,0,2020-04-04
5,Nordrhein-Westfalen,2,0,2020-03-10
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-14
5,Nordrhein-Westfalen,10,0,2020-03-16
5,Nordrhein-Westfalen,4,0,2020-03-17
5,Nordrhein-Westfalen,10,0,2020-03-18
5,Nordrhein-Westfalen,6,0,2020-03-19
5,Nordrhein-Westfalen,3,0,2020-03-20
5,Nordrhein-Westfalen,10,0,2020-03-23
5,Nordrhein-Westfalen,3,0,2020-03-24
5,Nordrhein-Westfalen,7,0,2020-03-25
5,Nordrhein-Westfalen,7,0,2020-03-26
5,Nordrhein-Westfalen,4,0,2020-03-27
5,Nordrhein-Westfalen,13,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,4,0,2020-03-30
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,4,0,2020-04-01
5,Nordrhein-Westfalen,5,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,6,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,3,0,2020-03-12
5,Nordrhein-Westfalen,4,0,2020-03-14
5,Nordrhein-Westfalen,4,0,2020-03-16
5,Nordrhein-Westfalen,2,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-18
5,Nordrhein-Westfalen,8,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,3,0,2020-03-21
5,Nordrhein-Westfalen,5,0,2020-03-23
5,Nordrhein-Westfalen,2,0,2020-03-24
5,Nordrhein-Westfalen,2,0,2020-03-25
5,Nordrhein-Westfalen,12,0,2020-03-26
5,Nordrhein-Westfalen,7,0,2020-03-27
5,Nordrhein-Westfalen,6,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,3,0,2020-03-30
5,Nordrhein-Westfalen,8,0,2020-03-31
5,Nordrhein-Westfalen,4,0,2020-04-01
5,Nordrhein-Westfalen,3,0,2020-04-02
5,Nordrhein-Westfalen,5,0,2020-04-03
5,Nordrhein-Westfalen,6,0,2020-04-04
5,Nordrhein-Westfalen,2,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,1,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,1,0,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-26
5,Nordrhein-Westfalen,4,0,2020-03-27
5,Nordrhein-Westfalen,6,0,2020-03-28
5,Nordrhein-Westfalen,2,0,2020-03-29
5,Nordrhein-Westfalen,2,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,5,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,4,0,2020-04-03
5,Nordrhein-Westfalen,2,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-18
5,Nordrhein-Westfalen,2,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-25
5,Nordrhein-Westfalen,4,0,2020-03-26
5,Nordrhein-Westfalen,1,1,2020-03-26
5,Nordrhein-Westfalen,4,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,3,0,2020-04-01
5,Nordrhein-Westfalen,3,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-26
5,Nordrhein-Westfalen,2,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,1,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-03-30
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,2,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,1,0,2020-03-30
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-14
5,Nordrhein-Westfalen,3,0,2020-03-19
5,Nordrhein-Westfalen,3,0,2020-03-20
5,Nordrhein-Westfalen,5,0,2020-03-21
5,Nordrhein-Westfalen,1,0,2020-03-22
5,Nordrhein-Westfalen,2,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,4,0,2020-03-25
5,Nordrhein-Westfalen,2,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,2,0,2020-03-29
5,Nordrhein-Westfalen,2,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,3,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,2,0,2020-03-17
5,Nordrhein-Westfalen,3,0,2020-03-18
5,Nordrhein-Westfalen,8,0,2020-03-19
5,Nordrhein-Westfalen,2,0,2020-03-21
5,Nordrhein-Westfalen,4,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,2,0,2020-03-25
5,Nordrhein-Westfalen,4,0,2020-03-26
5,Nordrhein-Westfalen,2,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,6,0,2020-03-29
5,Nordrhein-Westfalen,3,0,2020-03-30
5,Nordrhein-Westfalen,4,0,2020-03-31
5,Nordrhein-Westfalen,3,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,2,0,2020-04-03
5,Nordrhein-Westfalen,2,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-09
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,3,0,2020-03-12
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-14
5,Nordrhein-Westfalen,8,0,2020-03-16
5,Nordrhein-Westfalen,9,0,2020-03-17
5,Nordrhein-Westfalen,7,0,2020-03-18
5,Nordrhein-Westfalen,7,0,2020-03-19
5,Nordrhein-Westfalen,6,0,2020-03-20
5,Nordrhein-Westfalen,8,0,2020-03-21
5,Nordrhein-Westfalen,4,0,2020-03-22
5,Nordrhein-Westfalen,9,0,2020-03-23
5,Nordrhein-Westfalen,4,0,2020-03-24
5,Nordrhein-Westfalen,4,0,2020-03-25
5,Nordrhein-Westfalen,4,0,2020-03-26
5,Nordrhein-Westfalen,3,0,2020-03-27
5,Nordrhein-Westfalen,2,0,2020-03-28
5,Nordrhein-Westfalen,4,0,2020-03-29
5,Nordrhein-Westfalen,9,0,2020-03-30
5,Nordrhein-Westfalen,7,0,2020-03-31
5,Nordrhein-Westfalen,6,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,3,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-06
5,Nordrhein-Westfalen,1,0,2020-03-07
5,Nordrhein-Westfalen,1,0,2020-03-09
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-12
5,Nordrhein-Westfalen,3,0,2020-03-14
5,Nordrhein-Westfalen,9,0,2020-03-16
5,Nordrhein-Westfalen,4,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-19
5,Nordrhein-Westfalen,2,0,2020-03-20
5,Nordrhein-Westfalen,7,0,2020-03-21
5,Nordrhein-Westfalen,4,0,2020-03-22
5,Nordrhein-Westfalen,14,0,2020-03-23
5,Nordrhein-Westfalen,2,0,2020-03-24
5,Nordrhein-Westfalen,3,0,2020-03-25
5,Nordrhein-Westfalen,6,0,2020-03-26
5,Nordrhein-Westfalen,5,0,2020-03-27
5,Nordrhein-Westfalen,5,0,2020-03-28
5,Nordrhein-Westfalen,5,0,2020-03-29
5,Nordrhein-Westfalen,7,0,2020-03-30
5,Nordrhein-Westfalen,7,0,2020-03-31
5,Nordrhein-Westfalen,8,0,2020-04-01
5,Nordrhein-Westfalen,3,0,2020-04-02
5,Nordrhein-Westfalen,4,0,2020-04-03
5,Nordrhein-Westfalen,5,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-12
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,3,0,2020-03-16
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-20
5,Nordrhein-Westfalen,5,0,2020-03-21
5,Nordrhein-Westfalen,1,1,2020-03-21
5,Nordrhein-Westfalen,5,0,2020-03-23
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,4,0,2020-03-25
5,Nordrhein-Westfalen,1,1,2020-03-26
5,Nordrhein-Westfalen,3,0,2020-03-26
5,Nordrhein-Westfalen,4,0,2020-03-27
5,Nordrhein-Westfalen,2,0,2020-03-29
5,Nordrhein-Westfalen,1,0,2020-03-30
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,4,0,2020-04-02
5,Nordrhein-Westfalen,3,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-09
5,Nordrhein-Westfalen,1,0,2020-03-10
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,2,0,2020-03-19
5,Nordrhein-Westfalen,7,0,2020-03-21
5,Nordrhein-Westfalen,7,0,2020-03-23
5,Nordrhein-Westfalen,2,0,2020-03-24
5,Nordrhein-Westfalen,3,0,2020-03-25
5,Nordrhein-Westfalen,1,1,2020-03-25
5,Nordrhein-Westfalen,3,0,2020-03-26
5,Nordrhein-Westfalen,4,0,2020-03-27
5,Nordrhein-Westfalen,1,1,2020-03-27
5,Nordrhein-Westfalen,2,0,2020-03-28
5,Nordrhein-Westfalen,1,1,2020-03-28
5,Nordrhein-Westfalen,2,0,2020-03-29
5,Nordrhein-Westfalen,4,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,4,0,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-02
5,Nordrhein-Westfalen,3,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,3,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,1,2020-03-18
5,Nordrhein-Westfalen,1,1,2020-03-20
5,Nordrhein-Westfalen,2,0,2020-03-21
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,3,0,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,1,1,2020-03-31
5,Nordrhein-Westfalen,1,1,2020-04-01
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,2,0,2020-04-03
5,Nordrhein-Westfalen,2,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,1,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,3,0,2020-04-02
5,Nordrhein-Westfalen,1,1,2020-04-02
5,Nordrhein-Westfalen,3,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-02
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,2,0,2020-03-17
5,Nordrhein-Westfalen,6,0,2020-03-19
5,Nordrhein-Westfalen,3,0,2020-03-20
5,Nordrhein-Westfalen,2,0,2020-03-21
5,Nordrhein-Westfalen,2,0,2020-03-22
5,Nordrhein-Westfalen,2,0,2020-03-23
5,Nordrhein-Westfalen,2,0,2020-03-25
5,Nordrhein-Westfalen,3,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,2,0,2020-03-30
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,4,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-10
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,2,0,2020-03-18
5,Nordrhein-Westfalen,3,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,2,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,1,0,2020-03-25
5,Nordrhein-Westfalen,3,0,2020-03-26
5,Nordrhein-Westfalen,3,0,2020-03-27
5,Nordrhein-Westfalen,5,0,2020-03-29
5,Nordrhein-Westfalen,4,0,2020-03-30
5,Nordrhein-Westfalen,2,0,2020-03-31
5,Nordrhein-Westfalen,2,0,2020-04-01
5,Nordrhein-Westfalen,5,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-03-03
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-12
5,Nordrhein-Westfalen,4,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-14
5,Nordrhein-Westfalen,1,0,2020-03-15
5,Nordrhein-Westfalen,3,0,2020-03-16
5,Nordrhein-Westfalen,2,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,12,0,2020-03-19
5,Nordrhein-Westfalen,5,0,2020-03-20
5,Nordrhein-Westfalen,5,0,2020-03-21
5,Nordrhein-Westfalen,3,0,2020-03-22
5,Nordrhein-Westfalen,3,0,2020-03-23
5,Nordrhein-Westfalen,10,0,2020-03-24
5,Nordrhein-Westfalen,7,0,2020-03-25
5,Nordrhein-Westfalen,6,0,2020-03-26
5,Nordrhein-Westfalen,12,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,13,0,2020-03-29
5,Nordrhein-Westfalen,5,0,2020-03-30
5,Nordrhein-Westfalen,5,0,2020-03-31
5,Nordrhein-Westfalen,5,0,2020-04-01
5,Nordrhein-Westfalen,7,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,2,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-12
5,Nordrhein-Westfalen,1,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-14
5,Nordrhein-Westfalen,3,0,2020-03-16
5,Nordrhein-Westfalen,5,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,10,0,2020-03-19
5,Nordrhein-Westfalen,5,0,2020-03-20
5,Nordrhein-Westfalen,3,0,2020-03-21
5,Nordrhein-Westfalen,3,0,2020-03-22
5,Nordrhein-Westfalen,4,0,2020-03-23
5,Nordrhein-Westfalen,7,0,2020-03-24
5,Nordrhein-Westfalen,7,0,2020-03-25
5,Nordrhein-Westfalen,8,0,2020-03-26
5,Nordrhein-Westfalen,10,0,2020-03-27
5,Nordrhein-Westfalen,5,0,2020-03-29
5,Nordrhein-Westfalen,3,0,2020-03-30
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,4,0,2020-04-01
5,Nordrhein-Westfalen,6,0,2020-04-02
5,Nordrhein-Westfalen,2,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-11
5,Nordrhein-Westfalen,2,0,2020-03-13
5,Nordrhein-Westfalen,1,0,2020-03-14
5,Nordrhein-Westfalen,3,0,2020-03-16
5,Nordrhein-Westfalen,3,0,2020-03-19
5,Nordrhein-Westfalen,5,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,4,0,2020-03-25
5,Nordrhein-Westfalen,5,0,2020-03-26
5,Nordrhein-Westfalen,5,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,5,0,2020-03-29
5,Nordrhein-Westfalen,1,0,2020-03-30
5,Nordrhein-Westfalen,4,0,2020-03-31
5,Nordrhein-Westfalen,3,0,2020-04-01
5,Nordrhein-Westfalen,3,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,2,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,8,0,2020-03-24
5,Nordrhein-Westfalen,4,0,2020-03-25
5,Nordrhein-Westfalen,5,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-28
5,Nordrhein-Westfalen,2,0,2020-03-29
5,Nordrhein-Westfalen,4,0,2020-03-30
5,Nordrhein-Westfalen,2,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,4,0,2020-04-02
5,Nordrhein-Westfalen,2,0,2020-04-03
5,Nordrhein-Westfalen,1,1,2020-03-19
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,1,1,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-24
5,Nordrhein-Westfalen,3,0,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-26
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,1,1,2020-03-18
5,Nordrhein-Westfalen,2,2,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,4,0,2020-03-22
5,Nordrhein-Westfalen,1,0,2020-03-23
5,Nordrhein-Westfalen,15,0,2020-03-24
5,Nordrhein-Westfalen,1,1,2020-03-24
5,Nordrhein-Westfalen,6,0,2020-03-25
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-02
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-27
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,1,0,2020-03-15
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-03-29
5,Nordrhein-Westfalen,1,0,2020-04-04
5,Nordrhein-Westfalen,1,0,2020-03-03
5,Nordrhein-Westfalen,1,0,2020-03-05
5,Nordrhein-Westfalen,1,0,2020-03-17
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-20
5,Nordrhein-Westfalen,1,0,2020-03-21
5,Nordrhein-Westfalen,1,0,2020-03-22
5,Nordrhein-Westfalen,3,0,2020-03-31
5,Nordrhein-Westfalen,1,0,2020-04-01
5,Nordrhein-Westfalen,1,0,2020-04-03
5,Nordrhein-Westfalen,2,0,2020-03-11
5,Nordrhein-Westfalen,1,0,2020-03-16
5,Nordrhein-Westfalen,1,0,2020-03-18
5,Nordrhein-Westfalen,1,0,2020-03-19
5,Nordrhein-Westfalen,2,0,2020-03-21
5,Nordrhein-Westfalen,1,0,2020-03-23
